EventID,Prediction
235,-0.66325
236,-0.20577
237,0.88919
238,-0.078318
239,0.77363
240,-0.066749
241,-1.6725
242,-0.28413
243,2.1502
244,0.42871
245,1.0349
246,0.88451
247,1.0237
248,0.74813
249,0.15058
250,0.14075
251,0.55376
252,0.51622
253,-1.0634
254,-4.0571
255,0.26934
256,1.1424
257,0.74521
258,0.76045
259,0.07547
260,-1.1284
261,2.5428
262,-0.12996
263,0.88291
264,0.45268
265,0.15635
266,0.19493
267,0.87993
268,-0.75754
269,0.33402
270,-0.97953
271,-0.46739
272,-2.9153
273,1.2234
274,0.57182
275,-0.91899
276,-0.26616
277,0.53768
278,0.059251
279,0.55512
280,0.29116
281,-1.8272
282,-0.1087
283,3.0089
284,-0.26495
285,0.37455
286,0.37181
287,0.060147
288,-1.0277
289,0.24517
290,0.85631
291,0.48481
292,0.14409
293,0.93608
294,1.0108
295,-0.14819
296,0.28366
297,1.038
298,0.55879
299,-1.0592
300,-0.095982
301,2.1758
302,-0.097597
303,-1.1212
304,0.44232
305,0.9473
306,0.46865
307,-0.90546
308,0.67904
309,0.78741
310,1.3284
311,0.80639
312,-0.17672
313,-0.42319
314,0.88912
315,-1.9903
316,-0.11354
317,-0.13755
318,-0.047518
319,-2.3995
320,0.57316
321,0.85059
322,0.96844
323,0.33303
324,-0.12227
325,1.4337
326,0.22173
327,-1.2168
328,-0.4015
329,1.5651
330,1.1057
331,-4.7639
332,0.94779
333,1.7012
334,-0.87285
335,-0.22527
336,-0.73177
337,1.1313
338,0.3347
339,-0.0079034
340,0.23502
341,0.95603
342,-1.3907
343,0.068616
344,0.23186
345,1.1156
346,0.47757
347,-4.3112
348,1.1469
349,0.45921
350,0.55737
351,0.31345
352,-0.13595
353,-0.042943
354,0.91261
355,0.055133
356,1.4295
357,-0.047615
358,0.032595
359,0.91715
360,0.82938
361,-1.3335
362,1.5067
363,-0.31956
364,0.74998
365,0.75391
366,0.71655
367,-1.1819
368,0.57102
369,-0.29202
370,0.20272
371,0.28683
372,1.4242
373,0.61572
374,-0.69856
375,-0.17952
376,0.11886
377,0.50503
378,0.26744
379,0.38386
380,0.74883
381,-0.32092
382,1.4665
383,1.201
384,1.402
385,0.16756
386,0.033463
387,1.8034
388,-0.74507
389,1.551
390,-0.52702
391,1.2035
392,-0.19775
393,0.59054
394,0.52833
395,0.27219
396,0.64385
397,0.035518
398,-0.057695
399,0.003135
400,1.4689
401,1.0364
402,-4.1152
403,-0.59726
404,1.1226
405,-0.41623
406,1.1062
407,0.94722
408,-1.1705
409,-0.4316
410,-0.74902
411,0.025971
412,0.33983
413,0.65094
414,-0.066678
415,0.42715
416,-0.67805
417,-1.4047
418,-2.8435
419,0.72844
420,0.68256
421,1.4292
422,-0.096382
423,0.31779
424,1.7689
425,1.0351
426,-0.84893
427,0.27672
428,0.12908
429,1.3158
430,0.88198
431,1.2422
432,2.3353
433,0.46195
434,0.076431
435,-0.15414
436,-0.27832
437,0.1367
438,0.1703
439,-1.3592
440,0.52039
441,0.9144
442,-0.11491
443,-0.077271
444,-0.019777
445,0.1811
446,0.44188
447,-0.053214
448,-0.012135
449,0.31348
450,1.869
451,0.51215
452,0.48617
453,0.35352
454,0.085521
455,0.69832
456,0.7297
457,0.55166
458,0.67967
459,1.0204
460,1.4437
461,0.83293
462,-1.7173
463,0.13186
464,-2.5845
465,-1.4212
466,0.92264
467,0.37101
468,1.2328
469,0.81829
470,-0.36797
471,1.77
472,-1.0283
473,0.34712
474,1.9483
475,0.85591
476,0.11917
477,-2.7463
478,0.66346
479,1.269
480,-1.0043
481,1.7023
482,-1.2254
483,-0.31351
484,-0.64868
485,0.091004
486,-0.6866
487,-0.26941
488,-0.3619
489,0.59539
490,1.4372
491,-0.97049
492,0.53383
493,0.15223
494,0.5574
495,-1.645
496,0.36082
497,0.94813
498,0.99407
499,-0.26866
500,-0.81222
501,-0.20264
502,0.3643
503,0.66406
504,-3.4019
505,-0.47222
506,0.57644
507,0.12294
508,-0.073441
509,0.49432
510,-1.8499
511,0.77414
512,-0.16822
513,1.5927
514,1.372
515,2.1566
516,0.83334
517,-0.2703
518,-0.95963
519,0.20495
520,-1.1891
521,-0.38514
522,0.24039
523,0.040228
524,-0.50228
525,-0.85122
526,0.35928
527,0.81261
528,-2.726
529,0.81006
530,0.21246
531,1.2159
532,0.21598
533,0.44447
534,0.21195
535,1.1151
536,0.39613
537,-0.7252
538,-0.299
539,1.042
540,1.1262
541,-0.26651
542,0.27436
543,0.6609
544,0.41903
545,-0.12618
546,0.70199
547,0.59249
548,-0.40133
549,1.6962
550,-0.93008
551,0.21384
552,-1.1571
553,0.21086
554,1.3615
555,0.60356
556,0.14956
557,0.66132
558,0.33106
559,0.70024
560,0.55632
561,0.81514
562,1.1003
563,0.66912
564,0.055435
565,0.0034101
566,0.4379
567,-0.10273
568,0.10778
569,0.6753
570,0.49497
571,0.89462
572,-0.012038
573,0.14431
574,-0.084613
575,-2.1187
576,1.0396
577,1.6436
578,0.60679
579,-0.34442
580,0.93843
581,0.6316
582,1.3546
583,-1.1485
584,0.22064
585,0.61849
586,1.5145
587,0.80384
588,1.1582
589,1.0089
590,-0.29374
591,1.0431
592,-0.48569
593,0.18993
594,-1.0156
595,0.43613
596,-2.1437
597,0.57528
598,0.63062
599,0.50992
600,0.44636
601,1.0696
602,0.42298
603,0.94697
604,-1.4629
605,0.91234
606,1.1581
607,0.80451
608,1.1303
609,0.35721
610,0.73887
611,-0.489
612,0.42734
613,0.36932
614,-0.35322
615,-0.28385
616,0.050666
617,1.7117
618,-0.38747
619,1.0989
620,0.693
621,0.26241
622,0.39362
623,0.70893
624,1.3696
625,0.46032
626,0.11267
627,-0.12841
628,-0.27725
629,0.44555
630,0.7433
631,0.98789
632,1.4692
633,0.064998
634,-0.28356
635,1.0246
636,0.0061996
637,-0.20151
638,-0.042579
639,0.12493
640,0.26343
641,0.76752
642,0.097743
643,1.3222
644,0.60613
645,1.5179
646,-2.6897
647,0.69417
648,-0.36366
649,-0.49831
650,1.5172
651,3.4701
652,0.35366
653,1.2344
654,0.81319
655,0.35226
656,1.8901
657,0.74753
658,0.60707
659,0.69278
660,0.69
661,0.56159
662,0.22676
663,1.1516
664,-0.54632
665,0.46209
666,0.28406
667,1.2889
668,0.82422
669,0.11596
670,1.0897
671,0.5448
672,-0.1713
673,0.64306
674,0.93438
675,1.1021
676,0.30489
677,0.6557
678,0.12687
679,1.2342
680,0.74709
681,0.0077009
682,1.3782
683,0.41821
684,1.3032
685,0.11446
686,-0.27684
687,-0.11887
688,-0.27062
689,-0.92452
690,1.4104
691,0.0044111
692,0.65402
693,0.71828
694,0.16855
695,-2.3051
696,2.1698
697,0.45214
698,-2.182
699,1.088
700,0.20278
701,-0.0034583
702,0.53857
703,-0.63986
704,-0.94019
705,0.49492
706,0.58763
707,1.5757
708,-1.1762
709,-0.14343
710,-0.19987
711,1.0512
712,0.52191
713,-0.15531
714,0.59889
715,0.075929
716,-2.2977
717,-1.6079
718,0.1424
719,0.040536
720,-1.4891
721,1.241
722,0.66923
723,0.75985
724,0.53208
725,0.53128
726,2.0742
727,0.90586
728,0.57115
729,1.214
730,1.2784
731,0.53198
732,0.39227
733,0.54487
734,0.86892
735,1.0028
736,1.0337
737,-3.7886
738,0.21919
739,0.75105
740,0.70476
741,-0.12803
742,1.846
743,-0.24901
744,-0.87034
745,-0.51537
746,0.7164
747,0.2296
748,0.99013
749,-0.98076
750,0.85702
751,0.78888
752,0.1111
753,1.2632
754,0.18923
755,0.61912
756,1.1012
757,-2.8556
758,0.3843
759,0.75097
760,-0.48235
761,1.8002
762,0.67905
763,0.41773
764,-0.066302
765,0.0061532
766,-0.19337
767,0.59931
768,0.36134
769,0.92701
770,-0.345
771,0.035556
772,1.9672
773,1.2898
774,1.0287
775,0.7052
776,0.60818
777,-0.21692
778,1.4675
779,-0.6681
780,-0.66031
781,0.91356
782,0.42538
783,1.9333
784,-1.9344
785,0.83167
786,1.0195
787,-0.0031997
788,1.0134
789,-0.61635
790,0.35322
791,0.30696
792,0.38083
793,0.040192
794,-0.59996
795,0.85897
796,-0.45152
797,-0.092804
798,1.3517
799,0.89085
800,0.48297
801,-0.20497
802,-0.28345
803,0.39974
804,2.3229
805,-1.0298
806,0.66312
807,-1.0369
808,0.52561
809,0.37167
810,0.83971
811,0.69761
812,3.2164
813,0.79252
814,0.29407
815,0.59219
816,1.0805
817,0.87574
818,-0.50283
819,0.96265
820,-0.68994
821,1.0806
822,0.95393
823,-0.38071
824,0.5734
825,0.6041
826,0.30199
827,0.43815
828,0.17988
829,0.81029
830,0.25988
831,1.2011
832,0.78833
833,0.14596
834,1.6119
835,-0.015222
836,-0.3884
837,-0.51167
838,-0.48121
839,1.8261
840,-1.4457
841,-1.8843
842,-0.1969
843,-0.19787
844,0.33141
845,0.80456
846,0.84888
847,0.12332
848,0.67796
849,-0.69662
850,-0.027872
851,1.6569
852,0.80386
853,-0.29505
854,0.59366
855,1.4539
856,-0.21059
857,-2.1662
858,-0.36672
859,1.186
860,-0.74442
861,0.84991
862,-1.2181
863,0.84303
864,0.025048
865,-0.10389
866,-0.048026
867,1.749
868,0.3972
869,-0.97761
870,0.5272
871,0.82754
872,0.53918
873,-0.51855
874,1.5447
875,0.18817
876,1.2964
877,-0.062262
878,0.58508
879,0.70326
880,-0.40623
881,0.78336
882,0.69781
883,-0.13435
884,-0.48606
885,1.1252
886,0.77779
887,-0.21078
888,-1.0824
889,0.49602
890,0.84738
891,-0.0065595
892,-0.34083
893,0.29435
894,0.72337
895,0.58953
896,0.30179
897,1.1022
898,-0.99484
899,2.0915
900,1.2972
901,0.71985
902,0.44446
903,0.55903
904,0.68898
905,-0.042627
906,0.30166
907,0.0098589
908,1.0155
909,0.45073
910,1.1843
911,0.48949
912,1.1143
913,0.094323
914,0.95078
915,-0.62438
916,1.5117
917,0.68678
918,-0.35765
919,0.33176
920,0.69633
921,1.6509
922,0.46582
923,0.59944
924,-0.43476
925,1.0613
926,0.31167
927,0.60515
928,-0.04145
929,-0.51003
930,0.85563
931,0.26004
932,-1.9281
933,0.57981
934,-1.501
935,0.69122
936,0.40369
937,0.96715
938,-2.958
939,-0.09262
940,1.6818
941,0.83495
942,0.29155
943,0.71798
944,-1.2489
945,-0.21165
946,0.44215
947,-2.182
948,0.45163
949,-0.56766
950,-0.74892
951,0.73818
952,0.34634
953,-0.54279
954,0.60504
955,0.45792
956,1.4979
957,0.69532
958,0.36147
959,-0.49624
960,0.55282
961,0.44411
962,-1.3729
963,0.29541
964,0.79873
965,0.95961
966,-0.042091
967,-0.78726
968,0.92192
969,0.84689
970,0.87824
971,-2.4933
972,1.1062
973,0.2072
974,0.81962
975,0.42579
976,0.8787
977,-1.0758
978,-0.96138
979,-0.2088
980,2.0866
981,0.58611
982,-0.8677
983,0.25547
984,0.069542
985,0.8294
986,0.31848
987,-0.23331
988,-0.42364
989,0.40376
990,-0.3783
991,1.3912
992,1.2544
993,0.040264
994,0.53446
995,0.26917
996,0.59063
997,-1.6104
998,-0.3972
999,0.36165
1000,-0.18312
1001,-0.27176
1002,0.61781
1003,0.95037
1004,0.70241
1005,1.594
1006,0.43227
1007,0.96713
1008,-1.9088
1009,1.4142
1010,0.47986
1011,0.7381
1012,0.55211
1013,0.82291
1014,0.30371
1015,0.65754
1016,0.58359
1017,0.94712
1018,0.030649
1019,-1.1855
1020,0.40475
1021,0.27024
1022,-2.6907
1023,0.40167
1024,0.71865
1025,0.75242
1026,0.64701
1027,0.90561
1028,-1.1158
1029,-0.95832
1030,0.46592
1031,1.462
1032,0.38382
1033,1.6287
1034,-0.74643
1035,1.6387
1036,-2.1545
1037,1.8857
1038,0.23277
1039,0.48563
1040,0.16275
1041,0.010616
1042,-0.72655
1043,0.75099
1044,1.0948
1045,2.0789
1046,0.1142
1047,0.22971
1048,-0.24683
1049,-0.55244
1050,2.0694
1051,1.8615
1052,0.29315
1053,-0.49496
1054,-0.51839
1055,0.52645
1056,-2.6603
1057,-0.56816
1058,0.1762
1059,-2.0297
1060,0.021913
1061,0.94609
1062,-5.6243
1063,-0.66584
1064,-0.66003
1065,1.0453
1066,0.59966
1067,1.4518
1068,0.71104
1069,0.8383
1070,-0.44828
1071,1.4001
1072,-0.66975
1073,-0.27454
1074,0.37905
1075,0.66741
1076,-0.42459
1077,-0.71519
1078,0.2175
1079,0.50734
1080,-0.45274
1081,0.35392
1082,-0.19789
1083,1.8016
1084,0.26659
1085,-0.89831
1086,0.30975
1087,0.43919
1088,0.45507
1089,0.45514
1090,0.6056
1091,-0.7798
1092,1.6513
1093,0.72962
1094,-2.3725
1095,0.29008
1096,-0.84546
1097,0.58139
1098,0.30521
1099,0.017271
1100,0.69756
1101,0.56478
1102,-0.44248
1103,-0.21528
1104,0.97005
1105,-0.58809
1106,0.90095
1107,-0.84834
1108,-0.91794
1109,-1.0718
1110,-0.20078
1111,0.66222
1112,0.40529
1113,0.42696
1114,-0.15202
1115,0.61175
1116,-2.1744
1117,0.86217
1118,-0.51605
1119,0.075816
1120,0.34506
1121,-0.19138
1122,0.029182
1123,0.90632
1124,1.1141
1125,1.062
1126,0.51223
1127,0.10888
1128,1.762
1129,0.61395
1130,1.0437
1131,0.047046
1132,0.31873
1133,0.66716
1134,-0.33906
1135,-0.1326
1136,0.51216
1137,0.74463
1138,0.47721
1139,1.0288
1140,0.61754
1141,0.45273
1142,-1.4577
1143,0.31084
1144,1.2469
1145,1.6555
1146,0.90637
1147,0.45131
1148,0.52206
1149,0.46538
1150,0.73111
1151,-0.44096
1152,1.5175
1153,-0.54619
1154,-0.37293
1155,-0.55381
1156,-0.9883
1157,-1.5609
1158,-0.55243
1159,0.1751
1160,1.0212
1161,0.10102
1162,-0.2366
1163,1.1301
1164,1.0176
1165,-2.096
1166,0.8617
1167,-0.19764
1168,0.51171
1169,0.90747
1170,0.53404
1171,1.1479
1172,-0.50909
1173,0.99575
1174,0.86769
1175,0.80809
1176,0.46865
1177,0.8096
1178,0.54958
1179,0.54072
1180,0.94524
1181,-0.52588
1182,-0.46519
1183,1.0947
1184,0.21766
1185,0.23713
1186,0.61667
1187,-0.14132
1188,2.4599
1189,0.36795
1190,-0.035671
1191,0.81185
1192,-0.48536
1193,1.4816
1194,-0.33241
1195,-2.5287
1196,1.0115
1197,0.95961
1198,0.12729
1199,-1.0135
1200,-0.66104
1201,0.84291
1202,0.85498
1203,1.0228
1204,0.2543
1205,-0.66663
1206,0.83196
1207,-0.46902
1208,0.30017
1209,0.76517
1210,-0.33157
1211,0.75189
1212,0.299
1213,0.36849
1214,0.86334
1215,0.80955
1216,-0.54759
1217,0.33578
1218,1.5729
1219,0.93177
1220,0.50639
1221,-1.344
1222,0.19874
1223,1.3713
1224,-0.79078
1225,-1.3397
1226,0.075668
1227,0.85163
1228,0.20005
1229,0.45915
1230,0.2969
1231,-0.8415
1232,0.42879
1233,0.14285
1234,0.2488
1235,1.7642
1236,-1.2419
1237,0.99376
1238,0.5999
1239,1.0661
1240,0.29652
1241,0.97123
1242,0.55542
1243,0.74663
1244,1.047
1245,0.26182
1246,-0.42749
1247,0.093839
1248,1.6732
1249,0.53643
1250,-0.67352
1251,-2.3201
1252,1.6137
1253,0.15039
1254,-0.31198
1255,0.24071
1256,0.94775
1257,0.42412
1258,-0.24855
1259,1.0806
1260,-0.90903
1261,1.1275
1262,-0.80273
1263,0.39765
1264,-1.324
1265,0.2751
1266,0.51358
1267,-1.0491
1268,0.11785
1269,-0.56456
1270,-0.056635
1271,0.30528
1272,-0.9366
1273,-1.4789
1274,3.4811
1275,0.96328
1276,0.0027783
1277,0.32087
1278,0.042802
1279,0.93381
1280,0.77123
1281,0.12219
1282,-0.59597
1283,1.3225
1284,0.66843
1285,-5.7302
1286,-1.361
1287,-0.18101
1288,0.75675
1289,1.0262
1290,0.3216
1291,0.57256
1292,-0.0093761
1293,0.0024667
1294,-0.10833
1295,0.54623
1296,-0.8619
1297,0.23295
1298,1.3834
1299,0.47435
1300,-0.86787
1301,0.29106
1302,1.4437
1303,0.7226
1304,-0.41733
1305,0.35013
1306,0.76876
1307,1.0729
1308,1.0763
1309,1.0226
1310,-0.24896
1311,0.60323
1312,-0.12827
1313,-0.025776
1314,-0.00617
1315,0.79896
1316,0.83599
1317,1.4494
1318,0.24618
1319,0.64198
1320,-1.9659
1321,-0.29527
1322,0.53674
1323,0.15373
1324,0.04307
1325,0.32038
1326,-1.1821
1327,-0.85199
1328,1.2302
1329,-1.5075
1330,1.5242
1331,0.29891
1332,1.2078
1333,0.51779
1334,-0.28163
1335,-0.58544
1336,1.1902
1337,0.052767
1338,-2.1244
1339,0.26256
1340,1.6446
1341,2.5467
1342,0.52838
1343,0.41744
1344,1.2317
1345,0.81308
1346,-0.77962
1347,-1.2421
1348,-1.5486
1349,0.41005
1350,1.0816
1351,0.67024
1352,0.87182
1353,-0.14963
1354,0.3747
1355,-0.28941
1356,-2.2735
1357,1.3467
1358,0.71515
1359,2.1403
1360,2.4486
1361,0.23416
1362,-0.4876
1363,1.3828
1364,0.89237
1365,1.3178
1366,0.1956
1367,0.37941
1368,1.1244
1369,2.2124
1370,-0.3901
1371,0.69248
1372,-0.054963
1373,0.11703
1374,0.77513
1375,-1.1419
1376,0.71771
1377,-0.2619
1378,-0.35628
1379,0.36864
1380,-1.8002
1381,-0.71465
1382,1.2491
1383,0.82509
1384,1.3171
1385,0.39809
1386,0.60362
1387,-0.53472
1388,0.11274
1389,-0.61347
1390,-0.091792
1391,1.0231
1392,-1.5435
1393,-0.63819
1394,1.6987
1395,0.021691
1396,1.0474
1397,1.1748
1398,-1.317
1399,0.14852
1400,-0.10103
1401,-1.068
1402,0.46393
1403,0.13285
1404,1.3922
1405,1.0475
1406,0.4115
1407,0.60399
1408,1.53
1409,0.52656
1410,0.65276
1411,-0.080346
1412,1.138
1413,0.035142
1414,-0.34929
1415,0.032
1416,0.97779
1417,1.1509
1418,0.75388
1419,0.78238
1420,0.48678
1421,-1.144
1422,0.6494
1423,0.52413
1424,-0.063212
1425,-0.43825
1426,0.71413
1427,0.46968
1428,0.29247
1429,0.070457
1430,1.6775
1431,-1.2533
1432,0.095561
1433,0.73021
1434,0.57525
1435,0.61345
1436,0.29298
1437,0.35492
1438,0.30502
1439,0.42619
1440,0.18973
1441,1.1658
1442,-0.74818
1443,0.35819
1444,0.37331
1445,-0.4552
1446,0.9455
1447,1.2018
1448,1.0519
1449,0.78264
1450,-0.041062
1451,0.68064
1452,0.50389
1453,0.45029
1454,0.64244
1455,-2.9835
1456,0.85758
1457,0.46641
1458,0.33665
1459,1.3755
1460,1.0442
1461,-1.1021
1462,1.222
1463,0.654
1464,-2.4278
1465,-0.095147
1466,0.60757
1467,-1.1939
1468,0.93459
1469,0.61188
1470,0.32197
1471,0.86975
1472,0.50897
1473,0.42415
1474,1.389
1475,-0.35695
1476,0.75699
1477,-0.47173
1478,0.085438
1479,0.21741
1480,-0.66645
1481,0.75815
1482,0.15193
1483,0.64829
1484,0.64363
1485,-0.79036
1486,0.1971
1487,-2.0266
1488,0.58033
1489,0.38857
1490,0.42072
1491,-0.23814
1492,0.4446
1493,0.32956
1494,0.21797
1495,-0.80218
1496,-0.2468
1497,0.32479
1498,-0.80049
1499,-0.42175
1500,0.72109
1501,3.3521
1502,-0.45498
1503,0.94582
1504,1.0949
1505,0.14695
1506,-1.8586
1507,0.54021
1508,0.36987
1509,0.8389
1510,0.088426
1511,1.13
1512,0.23548
1513,-0.35249
1514,0.51385
1515,0.087001
1516,-0.43353
1517,0.57562
1518,-2.2688
1519,-2.5393
1520,-0.81635
1521,-0.30306
1522,-0.074325
1523,0.38413
1524,2.4667
1525,0.79322
1526,0.024969
1527,0.48579
1528,0.82193
1529,2.2466
1530,0.017249
1531,0.72091
1532,0.31787
1533,0.34562
1534,2.6512
1535,0.40095
1536,0.87489
1537,0.75389
1538,1.5583
1539,0.97315
1540,0.57329
1541,1.6868
1542,0.40129
1543,-1.7136
1544,-0.36931
1545,0.95084
1546,2.2036
1547,-0.87019
1548,1.2887
1549,-0.67342
1550,-0.29858
1551,0.27311
1552,0.67489
1553,0.55529
1554,2.1668
1555,0.55985
1556,0.28129
1557,0.45114
1558,-0.86769
1559,0.65146
1560,-0.48334
1561,0.67684
1562,0.71042
1563,-0.90786
1564,0.073019
1565,-0.16645
1566,0.74882
1567,0.31426
1568,0.94064
1569,0.44337
1570,-0.75508
1571,0.66728
1572,-1.4744
1573,-0.91295
1574,-0.43021
1575,0.97703
1576,0.30211
1577,0.15696
1578,0.44906
1579,0.54956
1580,0.18691
1581,1.0441
1582,0.3658
1583,0.86387
1584,-0.97447
1585,0.64606
1586,0.041703
1587,0.2564
1588,-0.1317
1589,1.6107
1590,1.1276
1591,-0.94334
1592,-0.15196
1593,1.2105
1594,0.85426
1595,-1.7924
1596,0.54068
1597,1.2904
1598,-3.2344
1599,-0.77277
1600,0.60804
1601,-0.16162
1602,-0.22012
1603,1.576
1604,0.51533
1605,0.51734
1606,-0.19223
1607,-2.4423
1608,0.78547
1609,0.27048
1610,0.29426
1611,0.050342
1612,-0.30732
1613,-0.22666
1614,1.5335
1615,-0.26824
1616,-1.979
1617,0.89092
1618,3.7651
1619,-2.9903
1620,1.5652
1621,0.045631
1622,0.39206
1623,-0.56813
1624,-3.364
1625,-0.29805
1626,-0.55385
1627,1.1247
1628,0.55314
1629,-0.044947
1630,0.84887
1631,1.0086
1632,1.674
1633,3.1747
1634,0.66426
1635,0.68444
1636,-0.72177
1637,0.08514
1638,0.59346
1639,-0.014731
1640,0.32212
1641,-1.4035
1642,1.0957
1643,-0.25307
1644,0.41059
1645,-0.61056
1646,-0.61742
1647,0.49826
1648,1.6776
1649,0.36519
1650,1.2957
1651,0.99775
1652,0.84197
1653,1.0556
1654,0.66554
1655,1.6066
1656,0.54929
1657,-1.7231
1658,-1.3631
1659,-0.25194
1660,-0.0023805
1661,2.049
1662,1.2078
1663,0.79079
1664,0.66867
1665,-0.46393
1666,0.58224
1667,1.8408
1668,0.20618
1669,0.63073
1670,0.34777
1671,1.8532
1672,0.21111
1673,-2.8128
1674,-2.7699
1675,0.98178
1676,-0.11563
1677,1.3178
1678,-0.27842
1679,0.47131
1680,0.23117
1681,0.5369
1682,0.2092
1683,-0.45261
1684,1.0806
1685,0.62589
1686,-0.014281
1687,0.44632
1688,-0.32002
1689,1.1261
1690,-0.86347
1691,0.55631
1692,0.59822
1693,-1.2968
1694,1.0776
1695,-0.592
1696,-0.47316
1697,0.84848
1698,0.099784
1699,-1.537
1700,0.52974
1701,0.96298
1702,0.82841
1703,-0.94662
1704,-0.5114
1705,-1.1559
1706,0.28102
1707,0.34445
1708,0.04916
1709,0.034531
1710,-0.4072
1711,1.3366
1712,0.57404
1713,0.68202
1714,0.47991
1715,0.12144
1716,0.70499
1717,0.2034
1718,0.39328
1719,-3.0323
1720,1.2223
1721,0.88481
1722,-1.0958
1723,-0.23855
1724,0.66944
1725,-2.1
1726,0.54766
1727,1.0681
1728,0.77532
1729,2.1888
1730,-0.80507
1731,-0.52792
1732,0.45141
1733,-1.2822
1734,-0.25821
1735,0.17361
1736,-0.44079
1737,0.98834
1738,1.1021
1739,0.52732
1740,0.46199
1741,-0.239
1742,0.79034
1743,2.0389
1744,0.22334
1745,-0.32726
1746,2.3476
1747,-0.97648
1748,0.10482
1749,1.2848
1750,0.22611
1751,0.40066
1752,0.59252
1753,2.1067
1754,-1.2162
1755,0.84871
1756,-1.9437
1757,1.0028
1758,0.07382
1759,0.26449
1760,-0.38101
1761,0.38137
1762,1.0838
1763,0.55481
1764,-0.59838
1765,-0.14358
1766,-1.1686
1767,0.11641
1768,-0.41842
1769,3.1024
1770,0.90261
1771,0.82685
1772,0.82475
1773,0.83582
1774,-0.034046
1775,-1.0659
1776,0.23384
1777,1.1516
1778,2.2861
1779,0.084749
1780,0.2789
1781,-0.069848
1782,-0.14485
1783,-0.43185
1784,0.31953
1785,1.2891
1786,0.25116
1787,1.0474
1788,-0.43068
1789,-1.3821
1790,-0.45517
1791,0.60993
1792,1.1663
1793,0.47905
1794,-1.5193
1795,1.4122
1796,0.81951
1797,0.34715
1798,1.4612
1799,-0.15351
1800,-0.0005886
1801,0.33132
1802,0.036567
1803,0.10878
1804,0.91381
